kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4678,34.139690503426934,142.1160147614108,0.4782985929030329,0.10199302073581828,-0.39900133784152314,3.4171009654947224,0.1837167034668537,660.346399967348,46.47924275878958,5.000448094384875,2.995473072566864,-2.8773220785101454,2.159943585773414,0.32389903450527724,89.58716703466854,487.2454344726253,13.366997791988778,6.202932415369404,66.51444689779025,19.542212408839013,0.44052242066235137,4.77087665855628,15.028759088984248,15.961009654947228,2,41.16971035158316,0.7258496397926602,5415.126206868404,138.3576828126653,-118.64097934581159,4.551803710433213,0.04989339308261859,0.8157123998857182,0.12113184829106212,-0.06545300688472946,0.8604473654620708,-0.0740813655437007,0.027716703466853693,CONFIRMED
4679,44.86627722102558,174.02088962056283,0.46411187201920284,0.07827246490384879,-0.4150418616452845,4.835339552246787,0.29107838380770856,792.2634425213594,64.51060999038762,2.596970470714041,1.5819159672970664,-1.0159174001212148,2.6651136764957006,0.778101768055548,89.47005413429493,504.13352573717754,15.35303499690146,13.46470587585451,63.693720753207316,28.62233853525727,0.3447,5.489777851662373,17.719301690745127,17.979754547006955,1,27.594009358973658,0.5885208579807424,5896.998195523503,180.37964638889042,-199.94731149572814,4.500646697863245,0.058731144049147,0.9160018044764979,0.2660544929807698,-0.108731144049147,0.9693778419123925,-0.11978383255341886,0.2367174311324963,CONFIRMED
4680,8.50485939258007,151.407406753971,0.27248569807199796,0.08533889226063675,-0.24528505883992477,1.901832077542729,0.12799268861721694,16307.638467420406,1221.9069909635268,12.688177989280332,7.92084823082899,-6.685932853570593,6.320893919793308,1.110241938664076,89.62526095403898,528.6202816237779,41.06977303702859,10.346644820306595,36.431739652875635,7.267995245193994,0.5652245134824442,31.17735270745023,231.65797788557936,191.46255211916525,2,107.31953716751067,0.29381281301546747,4291.212182055215,115.86282720246929,-76.27434559506142,4.818205951321772,0.09671865516959137,0.503511105767636,0.08652769348408121,-0.04967186551695914,0.4825492981047381,-0.04467186551695914,0.0,CONFIRMED
4681,16.17611079196617,136.00451954538207,0.4322766921817396,0.040018852652311816,-0.42037649320273757,2.62264655220826,0.10148101042059095,260.3698357563011,14.548904927310968,6.342845500509896,3.0611849441314813,-1.1019052505566236,1.507147212573527,0.19244524636554836,89.34184358034652,675.5517048329828,49.22569997641796,19.063867592941417,43.79097811230977,20.776462176785166,0.450374825807351,3.969678737922585,17.668769054848102,20.42475734380237,1,84.51095072689033,0.9587888691849502,5544.065704361342,112.11921351680859,-160.08150821218496,4.460774328015757,0.07015996762290107,0.9206393106481054,0.12093734444012687,-0.07191544298634622,0.8932348183886495,-0.04967396715126022,0.8354665879758302,CONFIRMED
4682,12.824974965937008,141.662208808331,0.22523198027760089,0.2322600181653676,-0.22439597975859038,4.377356036849746,0.17632799896197898,126.39042408208732,6.8064012456252065,1.2325517695297301,0.25669137442863144,-0.39029752459857253,2.142880560531343,0.3470400726614704,89.39604020241408,1074.5720140132835,315.1962158038698,148.12515808485125,22.046403840677723,4.5884009861199555,0.3593920243934936,3.776043131587885,16.44218032524107,21.554000778515753,1,105.37997664452737,0.3986817013094557,6122.939955884107,122.32799896197899,-124.29599273385296,4.027147866614301,0.17766803269766168,1.8849883544841735,0.31004404100182975,-0.4382601479179933,1.3554881598552349,-0.18451606799037584,0.00509998702473743,CONFIRMED
4683,69.59772293143914,170.12420625901208,0.5112712206232481,0.20982895876071075,-0.3540812412403188,6.518918174206526,0.2017391587617403,562.2803907218034,23.089615257661908,0.7995148430174408,2.5869795840035463,-0.37322996001881537,2.7620952886647294,0.9101710412392894,89.3780818659736,486.4728154643474,13.753591866025076,13.5300732268547,58.62222380397825,13.283994948560279,0.31653139876297576,7.901919419693316,23.213714473025743,30.73665226813517,1,20.36835670106277,0.8727835058766373,6228.474038144155,179.57910824734307,-212.17532061861507,4.42893097216438,0.07077153298988707,1.0483139876297576,0.34320952886647293,-0.12843799587658586,1.0663500298973265,-0.1295088577319163,0.3295644494830289,CONFIRMED
4684,4.798251764823158,134.25602182430134,0.16334454949050264,0.1760929135767008,-0.12729682883400426,3.565016761849519,0.019159891011551557,3018.524281617632,9.947656096113347,1.161675818951536,0.04226578458312631,-0.20972337283810838,6.354843411449364,1.5367101087710335,89.11488751013678,1177.8047075052648,460.80581051924133,366.7915314181497,10.200915209106519,1.1289619963388553,0.4010211049837256,33.66163567825822,370.74349930240163,365.0993904973728,1,320.4887510136782,0.46143313745633824,5743.961744684835,177.98612478992467,-192.48265598740585,4.322119821418086,0.13735589696428202,1.159525124196397,0.2823151139128213,-0.19243662048843807,1.0171883548896974,-0.09504687807773306,0.0,CONFIRMED
4685,4.584460105741725,133.19929472690342,0.4905252693868556,0.15961524240298555,-0.3929121449812985,2.9587509916896537,0.1412318070588432,136.96295299125035,9.438475759701445,0.931762990983003,0.6981809651852011,-0.33579219158895096,1.0955623163956052,0.26727705682106606,86.6001243874833,999.3244245807173,236.34633777871525,163.73885945231766,9.418491674592572,2.6287377571967676,0.46346295299125034,3.9330243119735284,14.256271064506045,17.93950783479161,2,274.8168829536802,0.7266483202602858,5578.477375118889,155.91426297872695,-172.91426297872695,4.538563112140162,0.04006721351689821,0.8804334476095378,0.20691082272842642,-0.07662688540675928,0.9776200049061583,-0.11181344270337965,0.08866525466838104,CONFIRMED
4686,7.028429286343152,134.0134420521563,0.10143412556132064,0.3454244058290095,-0.10143412556132064,2.0255053786469794,0.09240312068995604,464.074700014883,25.258147788845957,9.33357281626329,0.43655320791191327,-4.630939215433535,2.376444104684044,0.7434970581412654,89.80944998840151,1042.3929395390371,279.2505041439444,260.76035561695227,28.119600835091074,1.395088255762036,0.3288,4.367963587007384,19.713060096591956,23.19529302602474,1,186.94499884015127,0.4426291182871185,6199.178818617112,173.34970581412654,-252.65617790334252,4.422595293026024,0.05330058837174691,1.099153236044608,0.3478585313903302,-0.1325461755836451,1.1682947046542778,-0.1632455872118982,0.33659555241643674,CONFIRMED
4687,27.316250713201537,143.97695748266887,0.08529009499993198,0.34660360535711854,-0.08529009499993198,5.666275790355554,0.10824865285708456,644.3135103571866,21.276937392850826,1.3771591947255954,0.06463592937522958,-0.46314414189413644,2.6110629964294945,0.8431351035718659,89.85792789285763,652.657685713897,43.882655971327125,41.544763353480036,37.83884005723692,1.7272068214339158,0.31910936614290186,7.919618702511671,28.844178165744907,34.54198100001361,1,47.70451642840624,0.5852261595020338,6185.336925714441,168.08288428569486,-218.62163214271138,4.454745958571253,0.054,1.0255495250003401,0.3318162046430175,-0.11027206821433916,1.091277456786001,-0.1453315371427794,0.3234396978563363,CONFIRMED
4688,30.55116584204155,154.33961682382957,0.35745721484442206,0.19570866772692538,-0.24871220705407676,6.788348813669068,0.11210950813345122,723.7917473823613,11.844438294677236,0.5271694363329986,0.41889846919450124,-0.10380605735806203,3.6645832180251983,0.6584722606582674,89.01856795375849,700.1852979309174,57.93133140121745,29.11779745703285,27.206296153418325,4.185914036375986,0.3215601803166195,12.926445214609883,58.77168208367176,69.00188618805211,2,44.77316224136467,0.43515963266623725,6203.379611692809,111.0,-136.0,4.264666574420159,0.1165509707679785,1.279810332523358,0.232782454811863,-0.17817600536041905,1.0936990984169026,-0.07523613032913365,0.5941864048890151,CONFIRMED
4689,14.789911715069945,158.3840916596418,0.5321775084801376,0.20661689467723393,-0.3711416935556565,2.173510629717959,0.044568393024874135,2000.6473843278006,34.318659288569854,6.515748792853369,8.69990749880944,-0.9214492828551188,2.5051028504959887,0.1467098256218534,89.336763078361,409.6763078360997,6.953274512955469,1.4911423204027676,41.983778841982,15.88674949992529,0.48049543696734986,10.362785083717311,51.183091353661,65.11241515916458,3,93.39908114450905,0.4393719536874525,3887.883470820996,77.32901743781466,-85.32901743781466,4.715238383631923,0.047303122064702635,0.5277875117411894,0.030658034875629323,-0.04264508718907331,0.5274584943033748,-0.033,0.04408833666716474,CONFIRMED
4690,10.729071187766298,172.2290312721683,0.061032051117979894,0.2739931040758433,-0.061032051117979894,3.7645971961316977,0.02748141996320233,1355.825562977533,13.233712111516994,1.8822870359468227,0.03063388782250137,-0.4122402771450091,3.647821485140434,0.49477078516853357,89.82655982960674,820.3691722331498,109.59169372427164,40.589525986966905,21.955411534536296,0.3054401703932663,0.45667959403623565,13.394723573045011,93.93220264143989,111.34864029438135,3,136.49533778651988,0.31739664815422836,5549.46328666854,90.92657333707994,-90.92657333707994,4.396885197792139,0.10455740110393011,1.0067180462780836,0.1370206877724701,-0.10973630554775012,0.9148945222191001,-0.04629127814887665,0.37405108955615446,CONFIRMED
4691,25.734315743318213,147.84925350386467,0.054029768192908,0.39924883647911724,-0.054029768192908,7.831925772857748,0.5025005575929392,87.03581401607568,7.702288373762017,0.48300057171451377,0.3998453749174716,-0.2071119602059724,1.456069766398739,0.2448855813118991,89.82912464870103,733.9542325247596,68.52516556875271,30.62251721113822,25.53794507284349,10.882092991962168,0.46187522787067614,3.8929326670734157,11.169032375870207,12.76029768192908,1,53.347255884885755,0.83353277177049,5441.205953638581,86.95423252475965,-65.0,4.038518326324098,0.21537013962250592,1.6044559053035772,0.264236837017368,-0.41243190638007865,1.0145463250681797,-0.07893534860772256,0.7324187917324511,CONFIRMED
4692,2.601936759971357,131.67601581042214,0.2793980123916819,0.19339189356283926,-0.2678629624992628,3.5734677015584486,0.1857421871779945,83.48737217769964,6.679138433447285,0.43506177652119943,0.11767622109442763,-0.14869429756731178,1.841281672210269,0.4728167221026879,86.71487125806857,2005.336782886554,3823.729310931761,2895.796593154673,5.368285491423016,1.2128167221026878,0.29647869491946177,4.0331426791221885,13.067807097386186,14.417884275745694,1,338.24282371345254,0.8384187918346203,6370.874789538877,183.05067553643005,-228.7943410943763,3.94339653401173,0.373342696406361,2.108574966151116,0.5287242413095381,-0.9238239086934108,1.388193626556974,-0.33588070305868345,0.08069003326161273,CONFIRMED
4693,38.929158462507495,153.8909513385782,0.011495169990654166,0.4420452473563864,-0.011495169990654166,4.27841437718879,0.16951754276510944,518.8220633115263,26.07895287109036,4.939552168565218,0.2599190005383049,-2.085106557474838,2.1379613599252334,0.6669903399813084,89.98867310667913,552.0325346006227,23.170706309756966,20.982968677576284,70.06658888500937,3.8203864007476667,0.3447,6.131127005726729,20.181182953673833,23.56441266230528,1,34.592271985046665,0.37831928242430085,6034.265378664174,162.0,-190.194203988785,4.498372140677258,0.052,0.9403268933208723,0.2915663446660436,-0.08876054865482862,1.0162653786641744,-0.13622979132647972,0.05760498474081027,CONFIRMED
4694,17.84620388627733,134.354937331236,0.9261505952244543,3.1502084368652152,-0.7165051409428498,3.803970209676641,0.10382783963997742,776.2140901612674,38.93282026253124,0.32575880754689474,4.981210350072478,-0.09553261685509498,4.264372048509937,0.8250114584335395,86.66739733466544,698.3014134766822,56.25470584623001,24.149020909617118,17.34649672408874,8.35112855106804,0.3449794346093271,6.733237197014334,28.98856643661997,22.831828598575946,1,74.95633834229264,0.9212470807650776,5963.039443530438,110.01265438180792,-133.7070227778564,4.484960556469562,0.03995633834229264,0.9332183082885368,0.14237460202527474,-0.0643535113889282,0.9706196994624416,-0.07879434609327111,0.01018308288536806,CONFIRMED
4695,78.0090229921928,178.66717724738797,0.7482487253889067,0.09296866500991291,-0.5135170377500115,7.623683304485223,0.2050062669980174,1207.4843325049565,35.062651892756705,1.8167987228778333,1.0201972769526673,-0.8010572915756887,4.491742065401817,0.745330982341279,88.97915687665176,434.0599294702384,8.407728161150814,3.6717420654018165,55.14401995529071,18.27310025114113,0.4695,14.78766052473423,40.661987400661445,45.90731485937572,1,11.485017632440409,0.3216617128844115,5463.233450882936,79.70661964682557,-67.74843325049565,4.29889130480059,0.16320417127530082,1.1271686246696482,0.18625783374752178,-0.19300068512748395,0.9165386801046613,-0.04058676070634884,0.7414278286721379,CONFIRMED
4696,17.354261137617183,135.74456490910612,0.8660221958252854,0.011791388607084619,-0.6019596124074107,6.992392210764722,0.1608956943035423,202.6244994927523,9.904172227858307,0.06509706702822657,0.3553825766159179,-0.03600959559042308,2.1297913886070847,0.35,85.06878837222233,808.18641556763,100.83824115096485,41.68625340342137,10.107004297705652,4.7542389621579995,0.3661,4.145126113894745,18.54724292431518,23.620727670692155,1,80.37416582125385,0.24573045619606357,5936.020861139292,71.0,-79.0,4.2607913886070845,0.137,1.2988331108856677,0.209,-0.209,1.1212072767069217,-0.08777052746779307,0.8351952645329771,CONFIRMED
4697,12.426209991103411,134.41434276208528,0.745302570824817,0.1831549110401805,-0.5004983519790569,5.437831904792274,0.19442254447990975,240.95517467228308,11.732168753830408,0.31928234020072105,0.48654112062861715,-0.2578327950365645,2.3329202371041653,0.3978905734593078,85.1232432440842,918.0955833844055,168.2589716517702,73.43483190296197,11.683236652366478,5.774357284644253,0.3513636783175865,6.839877405061379,19.41892107214119,22.945748186499753,1,105.05009888491719,0.16816123923560888,6112.296638095845,76.91957811542397,-85.0,4.295240606481956,0.09281938034558962,1.2907699406324435,0.2187791694033016,-0.16129202371041657,1.186553065249403,-0.09236189848059209,0.01945220830779728,CONFIRMED
4698,16.35909659195659,153.66722259397045,0.6512697417897755,0.06517950842862145,-0.47566848825816915,4.0241676050862925,0.0779463727954546,1016.0427857350854,28.13812126083099,1.1281468309308842,1.2403839481120447,-0.34472717126672336,2.9269519049005694,0.7367379762251424,87.84060319595169,648.4148299715913,42.67992592805407,32.58863432716626,23.669638185759837,6.935981974076717,0.4458639377375708,6.327768876296676,34.73376653072556,41.761573126775545,1,85.36287586470183,0.39697936597620403,5589.747144596947,168.00305612393467,-168.00305612393467,4.559015280619674,0.03066768537464489,0.8412742482705963,0.21165240475497152,-0.069,0.93757294553267,-0.10832009012961641,0.035225350287641545,CONFIRMED
4699,0.9732669896799175,132.58194490516664,0.37604991605954147,0.35324162406449405,-0.2561621375655613,1.6099863589199146,0.058018632686039524,130.5699055800826,4.201948725726481,1.546459736493073,0.6513148576803864,-0.8537609912542259,0.959282904783834,0.08202649549964428,84.53193245474826,1610.372564092842,1597.949811918497,405.11431039659385,4.227847176881628,1.1375090645216441,0.4873728805496115,4.188670634496501,19.2376216637516,46.85065790609368,1,1374.1699145428775,0.995403897451453,5329.138717005664,89.86282046420949,-93.96102548547036,4.506039743249467,0.05760094040751382,0.862921282236004,0.07021589729978656,-0.05952923088589723,0.8719220509709407,-0.049843333206944666,0.1898675225017786,CONFIRMED
4700,33.15125346161309,137.31872158115445,0.4828088043787972,0.19740486285854664,-0.3429532140911259,4.020908270858844,0.1337176275649196,878.264689637433,45.98159882011614,1.9038581308487217,5.159397708380398,-0.5626016836926502,2.1641683549940445,0.15026892612864803,89.1188395656611,393.59163748302564,6.0996242390634325,1.6714293604675405,47.589799233877294,11.792355865262063,0.6734484803864355,6.492993361305249,15.685680801934705,20.890587585497318,2,42.694971443269814,0.43009139786371375,4542.0580217169445,113.81598820116142,-113.81598820116142,4.63066384233919,0.032762202975431816,0.6601882482900536,0.045533615766081004,-0.03722858720935081,0.6892243507181358,-0.049080677838594405,0.007399152701756994,CONFIRMED
