kepid,koi_period,koi_time0bk,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_dor,koi_dor_err1,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
2953,0.609668222,131.934,0.135,0.329,-0.135,2.836,0.267,288.0,22.7,0.27959,0.29291,-0.1037,1.35,0.23,85.62,1805.0,2491.57,1431.05,1.764,0.616,0.5167,3.3214426,10.088734,15.7,1,750.0,0.998,5296.0,190.0,-174.0,4.576,0.03,0.815,0.138,-0.064,0.911,-0.09,0.0,FALSE POSITIVE
2954,7.04716175,132.7504,0.856,0.101,-0.655,2.693,0.43,151.0,25.5,0.48746,11.22412,-0.29742,1.1,0.2,85.48,817.0,105.1,58.24,10.86,5.3,0.4341,3.0500283,8.211484,9.4,1,186.0,0.9075,5496.0,149.0,-166.0,4.592,0.037,0.776,0.141,-0.065,0.869,-0.102,0.003,FALSE POSITIVE
2955,5.03505665,132.65597,0.911,0.04,-0.655,1.804,0.0873,152.0,10.5,0.63958,7.91468,-0.35276,1.63,0.26,84.49,1141.0,401.23,181.78,9.5,4.7,0.3511,3.811181,14.266844,16.6,4,250.0,0.1586,5888.0,106.0,-117.0,4.342,0.115,1.097,0.179,-0.146,0.966,-0.068,0.438,CONFIRMED
2956,0.678137665,132.138369,1.263,1.109,-0.162,1.00718,0.00672,885.0,2.8,0.30356,0.69,-0.06695,30.37,7.8,49.55,2274.0,6364.7,4816.99,1.947,0.885,0.2843,5.480614,19.428377,172.7,1,1970.0,1.0,6429.0,173.0,-211.0,4.449,0.081,0.942,0.242,-0.104,0.91,-0.087,0.0,FALSE POSITIVE
2957,429.60143,269.5261,0.025,0.436,-0.025,18.11,1.0,1000.0,87.9,0.66367,0.05244,-0.35926,2.74,0.69,89.99,223.0,0.58,0.45,186.4,14.7,0.4415,7.190926,7.777109,12.2,1,4.0,0.1979,5587.0,166.0,-166.0,4.502,0.069,0.877,0.222,-0.095,0.891,-0.081,0.191,FALSE POSITIVE
2958,92.8747294,145.93535,0.917,0.017,-0.629,7.474,0.217,659.0,18.2,0.19107,1.93914,-0.04215,2.64,0.21,88.82,353.0,3.68,0.83,44.3,21.4,0.4603,11.09702,30.277075,37.9,3,16.0,0.1144,5497.0,74.0,-82.0,4.57,0.014,0.839,0.065,-0.035,0.952,-0.067,0.057,CONFIRMED
2959,0.566798545,131.8431,0.331,0.149,-0.331,5.224,0.349,36.9,3.4,0.07188,0.00555,-0.00801,0.53,0.07,71.96,2004.0,3787.58,1383.56,1.0687,0.0825,0.4096,3.6648023,10.916473,23.3,1,2367.0,0.5766,5629.0,75.0,-84.0,4.553,0.013,0.87,0.12,-0.032,0.987,-0.071,0.001,FALSE POSITIVE
2960,67.7125988,149.82165,1.8756,0.1083,-0.6561,1.538,0.194,542.0,57.5,2.71639,2.02755,-2.15399,82.63,35.0,88.81,460.0,10.63,13.37,87.0,32.5,0.2886,5.0709205,14.630182,13.4,1,22.0,0.4679,6309.0,173.0,-179.0,4.517,0.052,0.847,0.359,-0.068,0.86,-0.077,0.0,FALSE POSITIVE
2961,8.653098686,136.657941,1.11,0.081,-0.063,3.9071,0.0191,60700.0,269.0,1.109,0.0503,-0.02175,77.15,19.1,86.11,1324.0,725.95,535.44,16.373,0.743,0.2722,64.7233,445.83286,262.6,4,158.0,0.9019,6911.0,194.0,-242.0,4.038,0.406,1.501,0.371,-0.603,0.897,-0.063,0.0,FALSE POSITIVE
2962,6.873655305,132.4527832,0.08,0.175,-0.178,3.5415,0.109,181.0,19.4,1.34396,0.0,0.0,1.21,0.34,89.69,906.0,159.51,130.34,14.972746,2.1,0.4035,4.271751,13.040112,3.4,1,197.0,0.9645,5668.0,152.0,-152.0,4.492,0.062,0.912,0.254,-0.091,0.943,-0.094,0.0,FALSE POSITIVE
2963,36.4337867,132.90573,0.25,0.197,-0.25,4.388,0.192,407.0,27.2,3.49918,0.91985,-1.20539,2.2,0.33,89.77,561.0,23.35,9.57,62.6,16.5,0.4603,4.4834795,12.819838,16.2,2,37.0,0.642,5566.0,83.0,-75.0,4.329,0.132,1.099,0.168,-0.153,0.938,-0.046,0.106,CONFIRMED
2964,2.97041801,133.39136,0.379,0.066,-0.379,2.2369,0.0894,531.0,27.7,1.92074,0.61623,-0.49482,1.7,0.22,87.75,991.0,228.11,106.08,9.64,3.1,0.5684,3.9476871,19.680035,22.4,1,362.0,0.988,5068.0,179.0,-179.0,4.608,0.028,0.743,0.096,-0.059,0.833,-0.088,0.283,CONFIRMED
2965,1.168310132,170.604205,0.107,0.363,-0.107,1.31,0.0265,283.0,5.5,4.5623,0.06947,-1.92861,1.43,0.31,89.12,1577.0,1469.16,976.6,6.905,0.105,0.4341,4.842172,48.826332,64.7,1,1145.0,0.0,5509.0,166.0,-149.0,4.487,0.092,0.857,0.185,-0.114,0.821,-0.074,0.0,FALSE POSITIVE
2966,64.71316809,171.3677102,0.573,0.011,-0.012,5.69869,0.00103,313000.0,34.2,9.47957,0.07925,-0.06364,62.03,18.4,89.74,482.0,12.8,11.12,128.03,1.1,0.3026,2519.4924,7444.4917,3582.5,1,0.0,-1.0,6175.0,166.0,-185.0,4.44,0.084,0.974,0.289,-0.124,0.952,-0.104,0.0,FALSE POSITIVE
2967,3.486318703,134.87329,1.138,20.48,-0.017,2.7904,0.0273,60100.0,395.0,1.29497,91.2302,-0.06435,54.53,0.0,83.05,1201.0,491.1,0.0,9.41,4.7,0.4035,35.51432,215.86069,190.7,1,71.0,0.3095,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
2968,12.49117388,136.31491,0.747,0.209,-0.522,2.848,0.161,190.0,13.3,1.47114,3.33817,-1.33805,1.36,0.36,88.14,763.0,80.08,61.35,23.0,10.4,0.3728,4.254608,13.794086,17.0,1,108.0,0.0988,5753.0,155.0,-155.0,4.461,0.094,0.911,0.237,-0.11,0.875,-0.082,0.0,FALSE POSITIVE
2969,0.987069622,131.9133173,0.2,0.175,-0.178,1.0092,0.109,385.0,19.4,8.14146,0.0,0.0,2.43,0.78,88.47,2232.0,5878.09,5405.33,7.484799,2.1,0.2947,3.5793524,23.16145,2.5,1,1353.0,0.7609,6602.0,150.0,-201.0,4.354,0.065,1.223,0.397,-0.132,1.24,-0.168,0.0,FALSE POSITIVE
2970,73.3377984,136.58646,0.978,10.96,-0.183,9.029,0.147,115000.0,1000.0,1.26611,25.87699,-0.11321,73.06,28.3,89.21,601.0,30.85,35.45,71.1,35.5,0.2404,43.012703,120.4085,155.5,1,15.0,0.7928,7276.0,203.0,-330.0,4.318,0.072,1.321,0.512,-0.16,1.342,-0.184,0.0,FALSE POSITIVE
2971,3.47143963,133.74061,0.719,0.196,-0.473,3.663,0.174,99.8,4.4,0.22044,0.32579,-0.17914,1.19,0.38,82.04,1358.0,805.05,732.74,5.2,2.6,0.319,6.8012815,23.218267,27.5,1,381.0,0.3186,6341.0,153.0,-191.0,4.409,0.054,1.111,0.353,-0.141,1.154,-0.154,0.0,FALSE POSITIVE
2972,12.4281308,141.4385,0.33,0.124,-0.33,6.79,1.0,131.0,10.6,0.29273,0.21829,-0.26971,0.85,0.17,88.58,715.0,61.78,40.49,13.37,5.0,0.299,3.890607,16.704443,9.4,2,96.0,0.6256,5940.0,196.0,-196.0,4.621,0.036,0.729,0.15,-0.05,0.819,-0.085,0.0,FALSE POSITIVE
2973,0.894172544,131.51006,0.162,0.309,-0.162,0.8302,0.0741,86.2,6.7,13.10202,2.70126,-7.5302,0.68,0.07,88.87,1461.0,1070.89,405.19,8.21,1.7,0.5575,3.8019938,10.8925905,16.9,1,1494.0,0.9699,4982.0,151.0,-136.0,4.591,0.035,0.736,0.078,-0.058,0.771,-0.071,0.111,FALSE POSITIVE
2974,9.30991834,136.39785,0.551,0.019,-0.458,3.455,0.133,115.0,6.8,1.15808,0.75053,-1.02514,1.21,0.2,88.19,913.0,164.38,72.29,17.44,5.7,0.4096,4.107848,16.452356,19.2,1,145.0,0.3712,5806.0,104.0,-116.0,4.353,0.105,1.101,0.174,-0.126,0.996,-0.066,0.012,CONFIRMED
2975,1.549979213,132.675027,0.486,0.017,-0.016,7.5945,0.0183,371000.0,695.0,0.13961,0.00135,-0.00136,136.64,73.0,79.25,2141.0,4986.15,8378.43,2.6076,0.0252,0.3975,567.5066,3654.8508,672.7,1,672.0,-1.0,5408.0,178.0,-162.0,3.777,0.777,2.058,1.1,-1.344,0.925,-0.182,0.0,FALSE POSITIVE
2976,6.399107136,134.7016363,0.245,0.002,-0.002,5.21981,0.00196,377000.0,133.0,1.45002,0.00191,-0.00206,59.15,15.4,89.04,1031.0,266.9,204.73,14.6415,0.0193,0.3026,3658.3647,20957.074,4322.4,1,0.0,-1.0,6133.0,164.0,-182.0,4.435,0.116,0.935,0.244,-0.122,0.868,-0.072,0.0,FALSE POSITIVE
2977,8.025118521,132.469133,0.454,0.042,-0.323,5.3694,0.0396,3120.0,10.6,0.37629,0.13853,-0.00546,7.79,1.37,87.6,1093.0,336.73,167.37,10.86,4.0,0.3534,40.004295,393.82916,373.0,1,169.0,0.9238,6002.0,120.0,-120.0,4.196,0.162,1.369,0.241,-0.241,1.073,-0.082,0.0,CONFIRMED
2978,17.4453935,135.7609,1.254,6.699,-0.124,6.39,0.476,502.0,36.7,0.00791,0.1812,-0.00228,32.01,10.1,75.56,770.0,83.11,79.5,5.03,2.5,0.319,5.6045117,13.89461,16.4,1,66.0,0.0793,6260.0,196.0,-239.0,4.433,0.065,1.063,0.335,-0.134,1.118,-0.159,0.001,FALSE POSITIVE
2979,45.0909201,133.55146,0.957,0.009,-0.754,4.605,0.182,436.0,34.2,0.19406,6.40708,-0.06669,2.44,0.7,88.01,487.0,13.27,11.16,27.5,13.6,0.4035,5.1462154,12.797429,14.1,1,27.0,0.2486,5790.0,156.0,-190.0,4.528,0.036,0.9,0.258,-0.086,0.998,-0.125,0.194,CONFIRMED
2980,11.51517167,174.85855,0.311,0.124,-0.311,2.006,0.0382,1360.0,30.3,11.51706,2.74017,-2.12313,2.9,0.4,89.59,657.0,43.96,19.8,43.2,10.3,0.5256,7.9626484,44.959515,53.2,1,115.0,0.661,5177.0,155.0,-155.0,4.59,0.024,0.798,0.108,-0.054,0.91,-0.093,0.383,CONFIRMED
2981,1.245353252,132.21522,0.528,0.126,-0.528,2.152,0.49,224.0,16.9,0.72056,0.32469,-0.58138,1.48,0.44,82.2,1704.0,1996.55,1806.33,3.89,1.8,0.3588,4.28444,12.792149,20.3,1,912.0,0.5163,5982.0,189.0,-210.0,4.493,0.05,0.96,0.285,-0.095,1.047,-0.139,0.0,FALSE POSITIVE
2982,0.566795728,131.8148,0.653,0.035,-0.518,2.79,0.691,18.9,2.2,0.17134,0.0154,-0.09295,0.64,0.13,62.76,2755.0,13656.59,8619.97,1.428,0.128,0.3098,4.321401,8.498971,12.4,1,2368.0,0.3247,6130.0,167.0,-167.0,4.151,0.21,1.393,0.293,-0.358,1.003,-0.119,0.003,FALSE POSITIVE
2983,5.945043548,170.472237,0.763,0.093,-0.53,2.7004,0.0376,800.0,13.2,0.84214,1.641,-0.15749,2.69,0.14,86.24,857.0,127.64,22.77,11.63,5.7,0.5746,10.033691,58.653576,67.6,3,225.0,0.4482,5105.0,84.0,-76.0,4.469,0.09,0.868,0.044,-0.076,0.81,-0.026,0.0,CONFIRMED
2984,0.9438885,132.2865,0.649,0.048,-0.486,2.592,0.337,35.8,5.6,0.2509,0.45221,-0.21117,1.45,0.26,73.43,3158.0,23572.82,12303.15,2.28,1.0,0.253,4.6963334,8.695949,8.3,1,1422.0,0.3964,6947.0,166.0,-238.0,3.895,0.266,2.297,0.406,-0.812,1.511,-0.308,0.001,FALSE POSITIVE
2985,25.4337864,143.1302,0.232,0.205,-0.232,6.514,0.235,302.0,22.4,0.75163,0.08988,-0.28292,2.0,0.34,89.55,667.0,46.8,20.79,29.51,3.5,0.4096,4.3568826,12.159048,14.3,2,43.0,0.0199,5806.0,78.0,-78.0,4.321,0.115,1.158,0.197,-0.148,1.024,-0.059,0.006,CONFIRMED
2986,8.30537702,139.7437,0.489,0.634,-0.489,3.751,0.601,366.0,26.6,0.94638,0.75863,-0.81563,1.69,0.18,88.14,809.0,101.43,32.2,15.11,6.1,0.4526,4.229696,21.758528,28.5,4,158.0,0.9967,5435.0,109.0,-109.0,4.495,0.063,0.873,0.09,-0.068,0.87,-0.049,0.013,CONFIRMED
2987,456.5734,228.3838,0.1768,0.2634,-0.1762,5.465,0.508,398.0,64.1,23.75693,7.78438,-11.56266,7.88,1.37,89.95,413.0,6.88,3.63,640.0,210.0,0.5166,6.2135533,24.499257999999998,7.6,1,164.0,0.4679,5002.0,131.0,-102.0,3.216,0.031,4.042,0.701,-0.255,0.979,-0.1,0.827,FALSE POSITIVE
2988,203.8406,250.6264,0.04,0.415,-0.04,9.33,1.7,227.0,37.1,2.19653,2.98817,-2.17745,2.41,0.93,89.99,385.0,5.21,6.17,169.0,76.6,0.4173,5.9334483,8.275805,8.6,1,6.0,0.3933,5548.0,183.0,-133.0,3.97,0.532,1.616,0.623,-0.761,0.889,-0.109,0.183,FALSE POSITIVE
2989,480.19416,257.1738,0.1548,0.2947,-0.1546,10.76,1.4,372.0,53.1,3.30688,3.41284,-2.01832,1.79,0.66,89.95,235.0,0.72,0.76,343.0,118.0,0.325,6.2135533,24.499257999999998,9.1,1,164.0,0.4679,6072.0,148.0,-180.0,4.51,0.04,0.923,0.342,-0.081,1.005,-0.129,0.585,FALSE POSITIVE
2990,2.900613144,133.422871,0.334,0.01,-0.018,3.7357,0.0116,165000.0,372.0,1.14555,0.01613,-0.01835,38.63,11.5,87.6,1289.0,650.9,589.45,7.987,0.112,0.3342,185.51428,1399.5994,617.7,1,150.0,0.1446,5977.0,188.0,-209.0,4.472,0.081,0.931,0.277,-0.119,0.94,-0.106,0.0,FALSE POSITIVE
2991,655.25732,185.9927,0.141,0.316,-0.141,20.05,1.7,268.0,27.4,0.69698,0.15827,-0.35183,1.56,0.44,89.97,226.0,0.62,0.5,251.0,57.0,0.2866,5.662341,7.5713367,11.5,1,3.0,0.122,6420.0,154.0,-192.0,4.492,0.05,0.941,0.272,-0.091,1.001,-0.121,0.127,FALSE POSITIVE
2992,20.6579443,145.6348,0.188,0.269,-0.188,8.798,0.405,98.2,8.0,0.24955,0.074,-0.07792,1.27,0.23,89.39,728.0,66.27,30.95,17.79,5.3,0.4554,3.7425845,11.361593,14.1,1,66.0,0.776,5468.0,81.0,-65.0,4.171,0.231,1.306,0.23,-0.306,0.923,-0.038,0.917,CONFIRMED
2993,174.510276,201.47056,0.024,0.413,-0.024,6.689,0.345,1530.0,115.0,5.45009,0.46093,-2.23268,1.74,0.14,89.99,186.0,0.28,0.09,206.3,17.4,0.2206,5.3585615,10.974714,14.8,1,7.0,0.3938,4367.0,124.0,-155.0,4.822,0.06,0.452,0.038,-0.052,0.496,-0.05,0.04,CONFIRMED
2994,54.06132811,181.788127,1.336,0.136,-0.118,4.48223,0.00968,79700.0,103.0,6.64846,0.54079,-0.49821,88.28,24.6,89.24,514.0,16.51,13.86,100.9,8.2,0.3928,349.4392,1085.162,1012.2,1,21.0,0.253,5786.0,173.0,-173.0,4.318,0.175,1.112,0.31,-0.232,0.937,-0.091,0.0,FALSE POSITIVE
2995,1.195516859,132.302869,0.327,0.011,-0.013,6.17216,0.00761,514000.0,717.0,0.25294,0.00039,-0.00248,75.54,0.0,82.97,1715.0,2045.19,0.0,2.67356,0.00412,0.4035,1031.113,11945.657,1153.4,1,1108.0,-1.0,5780.0,157.0,-160.0,4.438,0.071,1.0,0.244,-0.111,1.0,-0.097,0.0,FALSE POSITIVE
2996,149.237142,168.1563,0.0847,0.3941,-0.0847,2.503,0.616,772.0,162.0,85.53641,153.35379,-83.58185,2.22,0.69,89.95,299.0,1.89,1.74,465.0,209.0,0.4452,6.2135533,24.499257999999998,6.9,1,164.0,0.4679,5492.0,165.0,-142.0,4.576,0.027,0.812,0.249,-0.062,0.911,-0.099,0.777,FALSE POSITIVE
2997,3.40165617,132.06195,0.906,0.028,-0.682,1.9617,0.0846,156.0,9.0,0.36733,3.64505,-0.14264,1.34,0.41,81.42,1236.0,552.42,495.04,6.08,3.0,0.3026,3.7743106,17.603607,19.9,1,397.0,0.8481,6177.0,169.0,-188.0,4.516,0.04,0.906,0.276,-0.092,0.982,-0.123,0.03,CONFIRMED
2998,2.845736321,134.280263,1.294,0.161,-0.164,11.5703,0.0545,3130.0,12.7,0.00857,0.00266,-0.00199,402.16,112.0,32.93,3058.0,20649.68,14655.17,1.542,0.479,0.5429,13.869739,105.32726,297.8,1,472.0,0.6897,4878.0,57.0,-94.0,2.745,0.195,10.154,2.818,-3.757,2.093,-0.894,0.0,FALSE POSITIVE
2999,328.0485,301.5126,0.329,0.132,-0.329,13.75,2.7,398.0,114.0,0.95432,17.22357,-0.89469,2.22,0.78,89.89,292.0,1.72,1.82,175.8,85.7,0.3288,5.5931835,7.2276206,6.9,1,4.0,0.2644,6268.0,195.0,-260.0,4.429,0.054,1.1,0.384,-0.128,1.188,-0.153,0.323,FALSE POSITIVE
3000,29.66631669,189.36948,0.019,0.311,-0.019,8.412,0.052,668.0,7.6,0.45094,0.01171,-0.07337,2.83,0.41,89.96,644.0,40.68,16.48,27.58,0.716,0.3342,14.406771,76.07048,95.3,2,46.0,0.7801,5956.0,107.0,-119.0,4.322,0.137,1.098,0.158,-0.158,0.922,-0.059,0.007,CONFIRMED
3001,1.428596987,132.79165,0.7017,0.0183,-0.5602,2.1401,0.0939,50.0,2.3,0.49757,0.79182,-0.04984,1.62,0.57,79.07,2637.0,11425.1,11512.36,3.77,1.5,0.2711,7.8730197,9.515205,26.1,1,1402.0,0.4679,6745.0,168.0,-224.0,3.901,0.304,2.144,0.748,-0.776,1.336,-0.264,0.008,FALSE POSITIVE
3002,216.453511,299.1452,0.0052,0.4655,-0.0052,3.321,0.435,1140.0,158.0,54.50512,12.41053,-51.91069,2.91,1.22,89.95,274.0,1.34,1.8,513.0,117.0,0.4654,6.2135533,24.499257999999998,7.5,1,164.0,0.4679,5385.0,211.0,-166.0,4.46,0.095,0.878,0.368,-0.104,0.81,-0.067,0.042,FALSE POSITIVE
3003,163.820347,232.6163,0.2012,0.3268,-0.2011,1.331,0.845,1200.0,249.0,604.9339,136.43233,-494.23163,2.59,0.26,89.95,251.0,0.93,0.38,950.0,214.0,0.6313,6.2135533,24.499257999999998,7.0,1,164.0,0.4679,4822.0,185.0,-146.0,4.594,0.016,0.771,0.077,-0.04,0.851,-0.076,0.324,FALSE POSITIVE
3004,0.669310092,134.131388,0.157,0.272,-0.157,1.6274,0.0254,132.0,2.1,1.37509,0.04014,-0.44274,1.13,0.16,87.19,1983.0,3643.96,1449.66,3.1933,0.0932,0.4785,4.3349285,21.097862,75.3,1,1592.0,1.0,5475.0,109.0,-109.0,4.426,0.076,1.003,0.137,-0.08,0.977,-0.051,0.664,CONFIRMED
3005,28.5742692,143.8315,0.068,0.328,-0.068,4.9427,0.0403,825.0,9.2,2.14286,0.10772,-0.47378,2.32,0.19,89.91,538.0,19.83,5.49,45.22,2.3,0.398,18.866709,87.12114,97.1,2,46.0,0.0614,5551.0,111.0,-111.0,4.508,0.077,0.812,0.07,-0.07,0.776,-0.039,0.0,CONFIRMED
3006,0.697996932,132.136059,1.244,0.132,-0.089,4.3323,0.0367,9090.0,47.6,0.12416,0.03007,-0.01965,28.06,3.92,32.38,1604.0,1560.69,761.29,1.473,0.357,0.4767,64.09577,430.88116,244.1,1,1631.0,-1.0,5176.0,179.0,-179.0,4.636,0.033,0.695,0.097,-0.057,0.768,-0.082,0.0,FALSE POSITIVE
3007,76.421501,164.4879,0.015,0.509,-0.015,7.218,0.396,578.0,28.9,1.82753,0.71609,-0.92471,2.81,0.42,89.99,455.0,10.11,4.05,82.6,32.4,0.4695,7.2662935,17.667221,23.9,1,19.0,0.9352,5561.0,83.0,-75.0,4.263,0.168,1.19,0.177,-0.216,0.946,-0.045,0.254,CONFIRMED
3008,13.37935853,140.92523,0.974,0.009,-0.018,8.809,0.512,354.0,17.2,0.00554,0.002,-0.00368,6.65,1.07,74.91,1395.0,896.56,447.77,3.74,1.4,0.2752,12.303248,30.733412,36.2,1,81.0,0.2819,6739.0,183.0,-203.0,3.712,0.336,2.702,0.434,-1.014,1.371,-0.284,0.0,FALSE POSITIVE
3009,5.14892346,133.31971,0.719,0.186,-0.506,0.9613,0.0538,2360.0,120.0,21.7424,41.71447,-16.49153,1.72,0.21,88.68,436.0,8.54,3.09,31.2,15.0,0.3402,4.4788084,17.186102,25.4,3,88.0,0.0242,3464.0,69.0,-55.0,4.923,0.044,0.328,0.04,-0.036,0.328,-0.043,0.759,CONFIRMED
3010,19.12947603,139.4353,0.861,0.005,-0.595,3.9622,0.081,451.0,16.1,0.43831,2.36877,-0.14064,4.23,0.62,87.58,817.0,105.25,42.16,20.4,10.0,0.5438,5.561409,27.225363,31.7,2,58.0,0.1468,5372.0,88.0,-64.0,4.007,0.218,1.71,0.249,-0.427,1.084,-0.123,0.741,CONFIRMED
3011,8.04727721,137.2073,0.937,0.018,-0.653,5.159,0.216,486.0,15.1,0.03752,0.62388,-0.01616,2.33,0.65,79.3,855.0,126.56,102.29,5.05,2.5,0.3858,4.635349,30.786917,36.1,1,166.0,0.5367,5840.0,145.0,-174.0,4.553,0.036,0.849,0.238,-0.079,0.942,-0.11,0.412,CONFIRMED
3012,1.92730001,132.36067,1.285,0.046,-0.045,18.812,0.271,6180.0,26.1,0.01361,0.00138,-0.00112,45.99,14.0,22.18,1614.0,1605.97,1466.59,1.388,0.141,0.3511,93.05364,987.9984,351.1,1,691.0,0.8177,6057.0,180.0,-198.0,4.352,0.112,1.11,0.338,-0.182,1.009,-0.112,0.0,FALSE POSITIVE
3013,9.8788502,134.3829,0.732,0.238,-0.5,2.951,0.211,455.0,38.4,1.1738,2.68315,-1.09014,2.64,0.83,87.7,1003.0,238.98,216.59,18.23,8.3,0.2859,6.5254965,12.829738,13.4,2,17.0,0.572,6477.0,159.0,-250.0,4.361,0.087,1.148,0.362,-0.155,1.102,-0.139,0.068,CONFIRMED
3014,24.5434566,187.92215,0.042,0.303,-0.042,7.2518,0.0619,1150.0,19.7,0.59382,0.01042,-0.12044,3.08,0.91,89.91,616.0,34.07,29.56,26.641,0.467,0.3447,9.682965,46.01647,64.5,2,55.0,0.3272,5955.0,161.0,-179.0,4.52,0.048,0.91,0.269,-0.084,0.999,-0.122,0.316,CONFIRMED
3015,370.47678,307.4992,0.5386,0.3842,-0.3177,15.69,2.2,656.0,81.2,0.53445,0.97774,-0.45413,2.37,0.94,89.95,252.0,0.96,1.12,157.1,71.9,0.3293,6.2135533,24.499257999999998,11.8,1,164.0,0.4679,6050.0,163.0,-179.0,4.525,0.034,0.896,0.357,-0.072,0.979,-0.12,0.0,FALSE POSITIVE
3016,16.9341628,145.9902,0.662,0.312,-0.433,3.94,1.5,208.0,49.4,1.06094,3.8733,-1.00069,1.71,0.57,88.5,798.0,95.78,95.34,25.2,11.5,0.3288,2.58685,7.23092,7.2,2,65.0,0.9605,6321.0,196.0,-239.0,4.417,0.052,1.125,0.37,-0.123,1.207,-0.169,0.092,FALSE POSITIVE
3017,3.185090259,133.294014,0.465,0.005,-0.005,4.80188,0.00335,423000.0,263.0,1.01063,0.00315,-0.00353,92.5,25.1,86.73,1564.0,1414.18,1136.19,8.1532,0.0254,0.2923,1531.7117,9728.602,1909.2,1,0.0,-1.0,6516.0,181.0,-227.0,4.249,0.175,1.279,0.347,-0.252,1.055,-0.131,0.0,FALSE POSITIVE
3018,51.53997972,174.055011,0.183,0.165,-0.183,6.3994,0.0438,3640.0,23.9,1.85679,0.10656,-0.30467,5.51,0.62,89.84,450.0,9.67,3.27,63.88,3.7,0.4695,28.79182,112.0813,155.5,4,28.0,0.6609,5427.0,108.0,-108.0,4.463,0.064,0.929,0.104,-0.069,0.915,-0.051,0.0,CONFIRMED
3019,0.738527259,132.024142,1.171,1.157,-0.087,1.2174,0.0182,423.0,4.0,0.14229,0.50635,-0.02256,49.08,7.98,42.97,2978.0,18549.81,7898.45,1.601,0.712,0.3958,5.6788015,24.274488,104.1,1,1447.0,0.8203,5869.0,79.0,-79.0,3.825,0.231,2.313,0.376,-0.698,1.302,-0.226,0.0,FALSE POSITIVE
3020,12.99204853,136.32016,0.091,0.347,-0.091,6.0175,0.0963,271.0,8.0,0.52036,0.02439,-0.15948,2.03,0.3,89.69,866.0,132.94,56.49,16.683,0.782,0.3958,5.1878424,31.18083,38.7,1,100.0,0.2071,5765.0,105.0,-116.0,4.236,0.168,1.242,0.188,-0.209,0.968,-0.066,0.108,CONFIRMED
3021,20.4853893,146.9183,0.834,0.123,-0.57,10.229,0.314,89.5,5.4,0.03028,0.1199,-0.00561,3.6,0.67,84.53,1015.0,251.16,121.29,8.76,4.3,0.5567,3.9820929,11.743124,17.9,2,56.0,0.149,4938.0,69.0,-79.0,3.45,0.143,3.324,0.613,-0.551,1.136,-0.153,0.18,CONFIRMED
3022,5.398752862,173.858666,0.015,0.347,-0.015,3.4303,0.0154,347.0,1.4,1.19003,0.02932,-0.22353,2.21,0.12,89.93,1140.0,398.33,70.22,12.239,0.302,0.4096,22.310616,246.85002,289.6,2,252.0,0.0137,5790.0,78.0,-78.0,4.279,0.03,1.198,0.067,-0.061,0.997,-0.066,0.0,CONFIRMED
3023,0.952377862,132.335117,1.248,0.097,-0.048,4.0869,0.0164,2120.0,6.7,0.06071,0.0108,-0.00612,28.44,7.68,29.04,1713.0,2023.36,1604.86,1.428,0.254,0.3928,25.530638,140.8643,390.8,1,940.0,-1.0,5662.0,152.0,-169.0,4.524,0.058,0.863,0.233,-0.093,0.909,-0.095,0.0,FALSE POSITIVE
3024,2.45649061,133.21452,0.167,0.277,-0.166,2.844,0.167,288.0,16.4,0.91609,0.06956,-0.40695,14.14,4.04,88.56,3440.0,33039.62,26585.04,6.636,0.504,0.5174,3.931434,12.115532,21.0,1,546.0,0.2737,4870.0,109.0,-69.0,2.486,0.024,8.531,2.433,-0.27,0.812,-0.024,0.0,FALSE POSITIVE
3025,0.502622858,131.61123,0.693,0.369,-0.692,3.085,0.977,146.0,15.5,0.1417,0.08709,-0.04507,1.41,0.44,55.94,2478.0,8838.66,8348.5,1.237,0.38,0.3588,3.8755784,9.123466,41.1,1,2135.0,0.9993,6029.0,190.0,-211.0,4.385,0.09,1.098,0.341,-0.146,1.065,-0.13,0.0,FALSE POSITIVE
3026,1.772451066,132.08668,0.006,0.444,-0.006,2.4592,0.0976,79.2,4.1,1.04708,0.11023,-0.37756,1.02,0.18,89.94,1685.0,1904.34,895.31,5.582,0.588,0.3344,4.697103,21.7057,22.4,3,741.0,0.7701,6243.0,99.0,-136.0,4.406,0.026,1.149,0.201,-0.067,1.226,-0.102,0.679,CONFIRMED
3027,0.587938916,132.057929,1.257,0.143,-0.085,1.40211,0.00817,7340.0,5.3,0.56785,0.04864,-0.0835,29.98,3.6,54.81,1800.0,2476.75,1018.83,2.181,0.187,0.4535,138.82845,1141.6361,563.0,1,1826.0,0.7276,5237.0,156.0,-140.0,4.543,0.088,0.74,0.089,-0.08,0.698,-0.043,0.001,FALSE POSITIVE
